# ----------------------------------------,,,,,,,
# cornellsun.com,,,,,,,
# Demographics: Age,,,,,,,
# 20161108-20171129,,,,,,,
# ----------------------------------------,,,,,,,
,,Total,18-24,25-34,45-54,35-44,55-64
18-24,"""U.A. Tables Resolution Supporting Sanctuary Campus Petition | The Cornell Daily Sun""",135,135,0,0,0,0
18-24,"""WANG | The Student Assembly Engages in Ideas, Dissent and Red Tape | The Cornell Daily Sun""",135,135,0,0,0,0
18-24,"""Women‰Ûªs Groups Fear Trump Victory Will Validate Abuse, Backwards Progress | The Cornell Daily Sun""",135,135,0,0,0,0
25-34,"""‰Û÷Clean Meat‰Ûª to Change Industry, Food Entrepreneur Says | The Cornell Daily Sun""",135,0,135,0,0,0
25-34,"""10 Questions With Lightweight Rowing‰Ûªs Marco Bustamante | The Cornell Daily Sun""",135,0,135,0,0,0
25-34,"""A Guide to Cornell Food Courses | The Cornell Daily Sun""",135,0,135,0,0,0
25-34,"""Another Take: Japan‰Ûªs Smash Hit ‰ÛÏYour Name‰Ûù Lives Up to the Hype | The Cornell Daily Sun""",135,0,135,0,0,0
25-34,"""Cornell Bike Share Makes Two-Wheel Transportation More Accessible | The Cornell Daily Sun""",135,0,135,0,0,0
25-34,"""ESPN‰Ûªs Sarah Spain ‰Ûª02, Kate Fagan Discuss Overcoming Adversities in Sports World | The Cornell Daily Sun""",135,0,135,0,0,0
25-34,"""Ethnic Studies Program Funding Concerns Remain Unresolved by Deans | The Cornell Daily Sun""",135,0,135,0,0,0
25-34,"""Gimme Coffee Baristas to Vote on Unionization | The Cornell Daily Sun""",135,0,135,0,0,0
25-34,"""GOULDTHORPE | C.H. Greenblatt and Airing Nickelodeon‰Ûªs Dirty Laundry | The Cornell Daily Sun""",135,0,135,0,0,0
25-34,"""GPSA Debates Banning Faculty-Student Relationships | The Cornell Daily Sun""",135,0,135,0,0,0
25-34,"""GUEST ROOM | The Attacks on Greek Life Have Gone Too Far | The Cornell Daily Sun""",135,0,135,0,0,0
25-34,"""In Shift, Cornell to Pay Bulk of Security Fees for Gingrich Lecture | The Cornell Daily Sun""",135,0,135,0,0,0
25-34,"""Ithaca Man Attempts to Rob Three People in Collegetown | The Cornell Daily Sun""",135,0,135,0,0,0
25-34,"""JEONG | Don‰Ûªt Tell Me What Needs to Be Offensive to Me | The Cornell Daily Sun""",135,0,135,0,0,0
25-34,"""LEE | Ranking the Top 5 NBA Point Guards | The Cornell Daily Sun""",135,0,135,0,0,0
25-34,"""Letter to the Editor: On the essential labor of graduate employees | The Cornell Daily Sun""",135,0,135,0,0,0
25-34,"""Men‰Ûªs Hockey Readies for First NCAA Tournament Since 2012 | The Cornell Daily Sun""",135,0,135,0,0,0
25-34,"""Murder Suspect in Standoff Fires at Police After Shooting, Driving Over UPS Driver | The Cornell Daily Sun""",135,0,135,0,0,0
25-34,"""Rally Scheduled to Support Convicted Sex Abuser, Former Cornell Wrestler | The Cornell Daily Sun""",135,0,135,0,0,0
25-34,"""REDDY | Why Affirmative Action is Necessary | The Cornell Daily Sun""",135,0,135,0,0,0
25-34,"""The Demise of the Trillium Salad | The Cornell Daily Sun""",135,0,135,0,0,0
25-34,"""University of Michigan Provost Martha Pollack Tapped to Lead Cornell | The Cornell Daily Sun""",135,0,135,0,0,0
25-34,"""Who Are You Wearing: Fashion‰Ûªs 39 Most Popular Brands | The Cornell Daily Sun""",135,0,135,0,0,0
25-34,"""Your Kombucha Questions Answered | The Cornell Daily Sun""",135,0,135,0,0,0
35-44,"""‰Û÷There‰Ûªs No Planet B,‰Ûª U.K. Astronomer Royal Warns in Carl Sagan Lecture | The Cornell Daily Sun""",135,0,0,0,135,0
35-44,"""‰Û÷Trust in Dustin‰Ûª Platform Seals The Deal: Dustin Liu ‰Ûª19 Elected Student Trustee | The Cornell Daily Sun""",135,0,0,0,135,0
35-44,"""Clearing Way for Deportation Case, Ithaca Man Arrested by ICE Sentenced for Fake Green Card | The Cornell Daily Sun""",135,0,0,0,135,0
35-44,"""College-Age Woman Struck by Car on Cornell Campus | The Cornell Daily Sun""",135,0,0,0,135,0
35-44,"""Cornell Student Dies in Car Accident | The Cornell Daily Sun""",135,0,0,0,135,0
35-44,"""ESPN‰Ûªs Sarah Spain ‰Ûª02, Kate Fagan Discuss Overcoming Adversities in Sports World | The Cornell Daily Sun""",135,0,0,0,135,0
35-44,"""Ithaca is Foodies Food Tour: Foodies, Rejoice | The Cornell Daily Sun""",135,0,0,0,135,0
35-44,"""Johnson Remembered as Passionate, Caring, ‰Û÷a Professor‰Ûªs Professor‰Ûª | The Cornell Daily Sun""",135,0,0,0,135,0
35-44,"""Judge Orders Cornell to Investigate Policy 6.4 Complaint | The Cornell Daily Sun""",135,0,0,0,135,0
35-44,"""Microbiologist Cornell Alumna Returns for Daily Double on Jeopardy!‰Ûªs Tournament of Champions | The Cornell Daily Sun""",135,0,0,0,135,0
35-44,"""Now at Helm of Women‰Ûªs Soccer, Hornibrook Implements ‰Û÷Praise-Oriented‰Ûª Culture | The Cornell Daily Sun""",135,0,0,0,135,0
35-44,"""SEX ON THURSDAYS | The Bathhouse Globetrotter Finds Masturbatory Utopia | The Cornell Daily Sun""",135,0,0,0,135,0
35-44,"""Students Defend Fox-Proclaimed Liberal Biased Course | The Cornell Daily Sun""",135,0,0,0,135,0
35-44,"""Uber, Lyft Receive Mixed Reviews During Trial Period | The Cornell Daily Sun""",135,0,0,0,135,0
35-44,"""Weidner to Join Iserlohn Roosters of Germany for 2017-18 Season | The Cornell Daily Sun""",135,0,0,0,135,0
45-54,"""Alumnus Wins Pulitzer Prize for Feature Revealing the Reality of PTSD | The Cornell Daily Sun""",135,0,0,135,0,0
45-54,"""Cornell Researchers Highlight Ethical Lapses in Recent Cybersecurity Failures | The Cornell Daily Sun""",135,0,0,135,0,0
45-54,"""Cornell Researchers Use Drones, Lasers, Firecrackers to ‰Û÷Haze‰Ûª Ithaca‰Ûªs Geese | The Cornell Daily Sun""",135,0,0,135,0,0
45-54,"""Developer Backs Away from Proposal to Convert The Nines into Apartments | The Cornell Daily Sun""",135,0,0,135,0,0
45-54,"""Football Knocked Out of 1st Place With Anemic Shutout Loss at Dartmouth | The Cornell Daily Sun""",135,0,0,135,0,0
45-54,"""Football Torched by Yale, 49-24, After 2nd Half Collapse | The Cornell Daily Sun""",135,0,0,135,0,0
45-54,"""ICE Agents Arrest Mexican National in Ithaca | The Cornell Daily Sun""",135,0,0,135,0,0
45-54,"""Ithaca Officials Air Frustrations With ICE as Hundreds Protest Agency‰Ûªs Arrest | The Cornell Daily Sun""",135,0,0,135,0,0
45-54,"""LETTER TO THE EDITOR: The time to act is now | The Cornell Daily Sun""",135,0,0,135,0,0
45-54,"""No Black or Hispanic Employees Among Highest Paid on Cornell‰Ûªs IRS Return | The Cornell Daily Sun""",135,0,0,135,0,0
45-54,"""Panel Asks: Is Christianity Inclusive of Homosexuality? | The Cornell Daily Sun""",135,0,0,135,0,0
45-54,"""Prof: Not All Gay People Are Accepted Equally | The Cornell Daily Sun""",135,0,0,135,0,0
45-54,"""SEX ON THURSDAY | Have You Ever Had a Threesome With Your Best Friend? | The Cornell Daily Sun""",135,0,0,135,0,0
45-54,"""Travis Apgar Heads to New Post at RPI | The Cornell Daily Sun""",135,0,0,135,0,0
55-64,"""15 Cornellians Named to Forbes‰Ûª 30 under 30 | The Cornell Daily Sun""",135,0,0,0,0,135
55-64,"""Afghan Family of Six Refugees To Arrive in Ithaca Under State Dept. Grant | The Cornell Daily Sun""",135,0,0,0,0,135
55-64,"""An Amusing Tradition for Most, a Nuisance for Others: Fish and Cornell-Harvard Hockey | The Cornell Daily Sun""",135,0,0,0,0,135
55-64,"""Charges Dismissed Against Former Cornell Basketball Player Accused of Sexual Assault | The Cornell Daily Sun""",135,0,0,0,0,135
55-64,"""Clearing Way for Deportation Case, Ithaca Man Arrested by ICE Sentenced for Fake Green Card | The Cornell Daily Sun""",135,0,0,0,0,135
55-64,"""Cornell Law Prof‰Ûªs Lecture on Hate Speech at Vassar Causes Uproar | The Cornell Daily Sun""",135,0,0,0,0,135
55-64,"""Definitive Rankings of All Eateries on Campus | The Cornell Daily Sun""",135,0,0,0,0,135
55-64,"""Despite Several Years of Poor Performance, Cornell Endowment Returns ‰Û÷Solid‰Ûª in 2017 | The Cornell Daily Sun""",135,0,0,0,0,135
55-64,"""Former Student Pleads Not-Guilty to Federal Gun Charges | The Cornell Daily Sun""",135,0,0,0,0,135
55-64,"""GUEST ROOM | Dear Dude From the Crime Report | The Cornell Daily Sun""",135,0,0,0,0,135
55-64,"""Hearing Board Clears Cornell Student Who Leaked Documents | The Cornell Daily Sun""",135,0,0,0,0,135
55-64,"""Ithaca Man Attempts to Rob Three People in Collegetown | The Cornell Daily Sun""",135,0,0,0,0,135
55-64,"""Ithaca Man Found Guilty of Murder on Cornell‰Ûªs Campus | The Cornell Daily Sun""",135,0,0,0,0,135
55-64,"""JAIN | Retracting a Former Column | The Cornell Daily Sun""",135,0,0,0,0,135
55-64,"""Jeers, Protests Greet Republican Tom Reed in Ithaca | The Cornell Daily Sun""",135,0,0,0,0,135
55-64,"""LETTER TO THE EDITOR | Looking in the Locker Room Mirror | The Cornell Daily Sun""",135,0,0,0,0,135
55-64,"""No. 6/5 Men‰Ûªs Hockey Falls Flat to No. 8/7 Clarkson, Drops 1st Game of Season | The Cornell Daily Sun""",135,0,0,0,0,135
55-64,"""SEX ON THURSDAYS | The Bathhouse Globetrotter Finds Masturbatory Utopia | The Cornell Daily Sun""",135,0,0,0,0,135
65+,"""50 Years After Cornell Blaze That Killed 9, Questions Linger | The Cornell Daily Sun""",135,0,0,0,0,0
65+,"""Cornell Alumni Purchase ‰Û÷Wings Over‰Ûª Franchise After Reviving Ithaca Restaurant | The Cornell Daily Sun""",135,0,0,0,0,0
65+,"""Cornell Braces for 18 Inches of Snow From Winter Storm Stella | The Cornell Daily Sun""",135,0,0,0,0,0
65+,"""Expelled Cornell Student Used Fake Grades to Gain Admission to 3 Colleges | The Cornell Daily Sun""",135,0,0,0,0,0
65+,"""Former Cornell Fraternity President Pleads Guilty to Misdemeanor After Alleged Sexual Assault in Fraternity Bedroom | The Cornell Daily Sun""",135,0,0,0,0,0
65+,"""Fraser ‰Ûª17 Invited to Bears, 49ers Rookie Minicamps | The Cornell Daily Sun""",135,0,0,0,0,0
65+,"""Ithaca Man Accused of Theft, Multiple Campus Trespasses Turns Himself In | The Cornell Daily Sun""",135,0,0,0,0,0
65+,"""Jeers, Protests Greet Republican Tom Reed in Ithaca | The Cornell Daily Sun""",135,0,0,0,0,0
65+,"""Man Arrested by ICE in Ithaca Must Remain in Marshals‰Ûª Custody, Judge Rules | The Cornell Daily Sun""",135,0,0,0,0,0
65+,"""Police Arrest 2 Suspected of Cornell Campus Backpack Thefts | The Cornell Daily Sun""",135,0,0,0,0,0
65+,"""Psi Upsilon Says Its Members Were Not Involved in Collegetown Assault | The Cornell Daily Sun""",135,0,0,0,0,0
65+,"""The Cornell Days of Our Lives | The Cornell Daily Sun""",135,0,0,0,0,0
65+,"""The Not So Old West: The Magnificent Seven Updated | The Cornell Daily Sun""",135,0,0,0,0,0
65+,"""Wrestling the Right Way: The Rise of Cornell‰Ûªs Two-Time NCAA Champion Gabe Dean | The Cornell Daily Sun""",135,0,0,0,0,0
18-24,"""Cornell Alumnus Indicted for Real Estate Collusion in Florida | The Cornell Daily Sun""",128,128,0,0,0,0
18-24,"""Cornell Architecture Myths: Busted | The Cornell Daily Sun""",128,128,0,0,0,0
18-24,"""Cornell Celebrates the Magic of Harry Potter at Risley Hall | The Cornell Daily Sun""",128,128,0,0,0,0
18-24,"""CORNELL CLOSE UPS | Professor Highlights Benefits of Finance, Encourages Ethics in the Field | The Cornell Daily Sun""",128,128,0,0,0,0
18-24,"""Cornell Student Discovered Dead in Collegetown Apartment | The Cornell Daily Sun""",128,128,0,0,0,0
18-24,"""Cornell Suspends Third Fraternity in Two Months | The Cornell Daily Sun""",128,128,0,0,0,0
18-24,"""Cornell Updates Financial Aid Loan Policy Seeking to Increase Fairness | The Cornell Daily Sun""",128,128,0,0,0,0
18-24,"""Cuomo: Nearly 210,000 Residents to Receive Tuition-Free Education | The Cornell Daily Sun""",128,128,0,0,0,0
18-24,"""DANBERG BIGGS | A Great Way to Shoot the Hostage | The Cornell Daily Sun""",128,128,0,0,0,0
18-24,"""Developer Backs Away from Proposal to Convert The Nines into Apartments | The Cornell Daily Sun""",128,128,0,0,0,0
18-24,"""Dunbar‰Ûªs Closes Doors After 36 Years in Collegetown | The Cornell Daily Sun""",128,128,0,0,0,0
18-24,"""Establishment: An Inside Look | The Cornell Daily Sun""",128,128,0,0,0,0
18-24,"""GOULDTHORPE | You Won‰Ûªt Be Finding Dory at the Oscars this Year. What Does That Mean For Pixar? | The Cornell Daily Sun""",128,128,0,0,0,0
18-24,"""Hal‰Ûªs Deli: An Everlasting Family Tradition | The Cornell Daily Sun""",128,128,0,0,0,0
18-24,"""HUBSHER | Me Too, Because Obviously | The Cornell Daily Sun""",128,128,0,0,0,0
18-24,"""IFC Reports Highest Number of Bids for Greek Life in Seven Years | The Cornell Daily Sun""",128,128,0,0,0,0
18-24,"""LETTER TO THE EDITOR | What Happened to the Waiters? | The Cornell Daily Sun""",128,128,0,0,0,0
18-24,"""LIU | Any Person, Any Study? | The Cornell Daily Sun""",128,128,0,0,0,0
18-24,"""Men‰Ûªs Hockey Surges to No. 6/5 in the Country, Highest Rankings Since 2010 | The Cornell Daily Sun""",128,128,0,0,0,0
18-24,"""Nazaire Family Demands Life Sentence for Alleged Murderer | The Cornell Daily Sun""",128,128,0,0,0,0
18-24,"""Nuclear Energy Has No Future in Japan, Former PM Says | The Cornell Daily Sun""",128,128,0,0,0,0
18-24,"""Police Searching for Two Men who Fled Crashed Car on Ithaca‰Ûªs West Hill | The Cornell Daily Sun""",128,128,0,0,0,0
18-24,"""Prof: Not All Gay People Are Accepted Equally | The Cornell Daily Sun""",128,128,0,0,0,0
18-24,"""Protest Erupts at Ithaca College as Faculty Demand Equal Pay for Contingent Faculty | The Cornell Daily Sun""",128,128,0,0,0,0
18-24,"""REDDY | Why Asian-Americans Should Love Themselves | The Cornell Daily Sun""",128,128,0,0,0,0
18-24,"""RUSSELL | Things I Love | The Cornell Daily Sun""",128,128,0,0,0,0
18-24,"""Seeing Today in Angels in America: Millennium Approaches | The Cornell Daily Sun""",128,128,0,0,0,0
18-24,"""Sports | The Cornell Daily Sun""",128,128,0,0,0,0
18-24,"""Students Debate Puerto Rico‰Ûªs Relationship with United States | The Cornell Daily Sun""",128,128,0,0,0,0
18-24,"""Students, Cornell Athletics Respond to ‰Û÷Culturally Insensitive‰Ûª Football Coach Tweet | The Cornell Daily Sun""",128,128,0,0,0,0
18-24,"""The Sun‰Ûªs Top 10 Songs of 2017 | The Cornell Daily Sun""",128,128,0,0,0,0
18-24,"""Winkler Becomes 4th in Program History to Win National Championship | The Cornell Daily Sun""",128,128,0,0,0,0
25-34,"""‰Û÷Condemned to be Free‰Ûª: Former Ultra-Orthodox Jew Details Abandoning Hasidic Village | The Cornell Daily Sun""",128,0,128,0,0,0
25-34,"""Alleged Nazaire Attacker Found Guilty of Assault, Jury Hung on Murder | The Cornell Daily Sun""",128,0,128,0,0,0
25-34,"""Clashing Protests Over Planned Parenthood Erupt in Ithaca | The Cornell Daily Sun""",128,0,128,0,0,0
25-34,"""Collegetown Residents Forcibly Touched Through Their Bedroom Windows | The Cornell Daily Sun""",128,0,128,0,0,0
25-34,"""Cornell Law Graduates Boast Highest Average Salaries, Study Finds | The Cornell Daily Sun""",128,0,128,0,0,0
25-34,"""Cornellian Named to Forbes‰Ûª 30 Under 30 List for Work in Education | The Cornell Daily Sun""",128,0,128,0,0,0
25-34,"""Don‰Ûªt Breathe and Buy a Rottweiler | The Cornell Daily Sun""",128,0,128,0,0,0
25-34,"""Former Tompkins County Corrections Officer Charged with Rape | The Cornell Daily Sun""",128,0,128,0,0,0
25-34,"""GUEST ROOM | The Land of the Canada Goose | The Cornell Daily Sun""",128,0,128,0,0,0
25-34,"""Hundreds ‰Û÷Stand Together‰Ûª Against Anti-Semitism | The Cornell Daily Sun""",128,0,128,0,0,0
25-34,"""Ithaca Resident, Chairman of Ben and Jerry‰Ûªs Argues Purpose of Business Is Social Justice | The Cornell Daily Sun""",128,0,128,0,0,0
25-34,"""Ithaca‰Ûªs Wegmans to Implement Grocery Delivery Service | The Cornell Daily Sun""",128,0,128,0,0,0
25-34,"""New Program at Cornell Tech Expands Reach of Cornell Law School | The Cornell Daily Sun""",128,0,128,0,0,0
25-34,"""Photos: Dragon Day 2017 | The Cornell Daily Sun""",128,0,128,0,0,0
25-34,"""Pollack Slams GOP Tax Plan, Says It Would Cost Cornell Millions | The Cornell Daily Sun""",128,0,128,0,0,0
25-34,"""SEX ON THURSDAY | Sexual Orientation (Yours) | The Cornell Daily Sun""",128,0,128,0,0,0
25-34,"""TEST SPIN: BTS ‰ÛÓ You Never Walk Alone | The Cornell Daily Sun""",128,0,128,0,0,0
25-34,"""TEST SPIN: The Killers ‰ÛÓ Wonderful Wonderful | The Cornell Daily Sun""",128,0,128,0,0,0
25-34,"""The Stories and Motivations Behind Leaves of Absence | The Cornell Daily Sun""",128,0,128,0,0,0
25-34,"""Upward Spiral: Turtles All the Way Down by John Green | The Cornell Daily Sun""",128,0,128,0,0,0
25-34,"""Vote on Graduate Student Union Scheduled for March 27, 28 | The Cornell Daily Sun""",128,0,128,0,0,0
25-34,"""WANG | The Seven Degrees of Cornell | The Cornell Daily Sun""",128,0,128,0,0,0
35-44,"""6-Time Olympic Medalist Aly Raisman to Speak at Cornell | The Cornell Daily Sun""",128,0,0,0,128,0
35-44,"""Co-Creator of Rick and Morty Dan Harmon Reflects on Success, Storytelling | The Cornell Daily Sun""",128,0,0,0,128,0
35-44,"""Cornell Joins 16 Universities in Amicus Brief Rebuking Executive Order Travel Ban | The Cornell Daily Sun""",128,0,0,0,128,0
35-44,"""Cornell President Launches Initiatives After Black Student Says He Was Called N-Word, Assaulted | The Cornell Daily Sun""",128,0,0,0,128,0
35-44,"""Cornell Startup Wins First Place at Entrepreneurial Competition | The Cornell Daily Sun""",128,0,0,0,128,0
35-44,"""Cornell‰Ûªs President Elizabeth Garrett Dies at Age 52, Less Than One Year After Assuming Office | The Cornell Daily Sun""",128,0,0,0,128,0
35-44,"""Court Docs Detail Murder Suspect‰Ûªs Confession, Testimony from Witnesses | The Cornell Daily Sun""",128,0,0,0,128,0
35-44,"""Former Cornell Professor Wins Nobel Prize in Economics | The Cornell Daily Sun""",128,0,0,0,128,0
35-44,"""Frozen Yogurt Shop, Yogurtland, to Close After Thanksgiving Break | The Cornell Daily Sun""",128,0,0,0,128,0
35-44,"""GUEST ROOM | Dear Dude From the Crime Report | The Cornell Daily Sun""",128,0,0,0,128,0
35-44,"""Letter to the Editor: ILR faculty object to Cornell‰Ûªs coercive conduct prior to CGSU election | The Cornell Daily Sun""",128,0,0,0,128,0
35-44,"""Mullin‰Ûªs 1st Career Goal Secures No. 7 Men‰Ûªs Hockey its 1st Red Hot Hockey Win at MSG | The Cornell Daily Sun""",128,0,0,0,128,0
35-44,"""Provocative Art Adorns Willard Straight Hall During Takeover | The Cornell Daily Sun""",128,0,0,0,128,0
35-44,"""The Cost of Conservatism at Cornell: Groups Claim Hosting Conservative Speakers Comes With Added Expenses | The Cornell Daily Sun""",128,0,0,0,128,0
35-44,"""Two Shot at Ithaca Gas Station, Police Say | The Cornell Daily Sun""",128,0,0,0,128,0
35-44,"""Wu ‰Ûª18 Remembered as Modest, Gentle, ‰Û÷Exceedingly Kind‰Ûª | The Cornell Daily Sun""",128,0,0,0,128,0
45-54,"""Cornell Sued After UPS Worker Said He Slipped and Fell on Fraternity Staircase | The Cornell Daily Sun""",128,0,0,128,0,0
45-54,"""Cornell, Union File Grievances on Opening Day of Voting | The Cornell Daily Sun""",128,0,0,128,0,0
